"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.348641695,
"CHL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.188968886,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.455114187,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.363130531,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.120598597,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-4.067032825,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",2.57094174,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.01603233,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.678455848,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",6.633412055,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",4.253519364,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.335369027,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.192711839,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.230821052,
"CHL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.790219858,
"CHL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.166120363,
"CHL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-1.231859679,
"CHL","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.038866162,
"CHL","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.405503204,
"CHL","QGDP","TOT","PC_CHGPP","Q","2023-Q2",-0.294673018,
"SWE","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.185445664,
"SWE","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.86816234,
"SWE","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.375731302,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.374172274,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.874931438,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.077381352,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.528502752,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.47771131,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.841166877,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.188757325,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.535908472,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.155629249,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.868947442,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.923632945,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.921793482,
"SWE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.659309631,
"SWE","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.154461993,
"SWE","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.196893459,
"SWE","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.958361711,
"SWE","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.110159259,
"SWE","QGDP","TOT","PC_CHGPP","Q","2023-Q2",-1.52342753,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.462090522,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.44845019,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.523051241,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.688284706,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.699363652,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.081465337,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.438676868,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.25064063,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.097672785,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",17.363092774,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.670154956,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.073522421,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.988341132,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.921257712,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.528432907,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.064587427,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.471986188,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.239582502,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.051181227,
"FRA","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.093348622,
"FRA","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.548615388,
"GRC","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.257661384,
"GRC","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.150462992,
"GRC","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.75005196,
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.719008521,
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.067310468,
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.398685499,
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.335495079,
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.821785533,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.40500325,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.355934108,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.033416389,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.330177063,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.307206022,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.199334083,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.462162598,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.601987605,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.881055452,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.170997609,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2022-Q4",1.072025685,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2023-Q1",-0.064008916,"P"
"COL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.455478629,
"COL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.842688185,
"COL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.126006981,
"COL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.096444665,
"COL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.984936919,
"COL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.980395289,
"COL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.199276089,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.365800504,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-16.30128927,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",10.385167892,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",5.921629645,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",4.042549877,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-2.143959148,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",5.388361915,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",3.510155078,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.201361592,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.588397523,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.8593646,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-1.660600998,
"COL","QGDP","TOT","PC_CHGPP","Q","2023-Q1",2.221733032,
"COL","QGDP","TOT","PC_CHGPP","Q","2023-Q2",-1.031297439,
"LTU","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.223678482,
"LTU","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.379053572,
"LTU","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.470920784,
"LTU","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.440882901,
"LTU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.387521569,
"LTU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.209191548,
"LTU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.283051171,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.305022596,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.259967582,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.067886048,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.278560009,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.763489842,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.494910597,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.519930427,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.265391449,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.178306115,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.718952252,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.653360882,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.490592855,
"LTU","QGDP","TOT","PC_CHGPP","Q","2023-Q1",-2.069334517,
"LTU","QGDP","TOT","PC_CHGPP","Q","2023-Q2",2.840753266,
"CRI","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.08235362,
"CRI","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.504684013,
"CRI","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.665415601,
"CRI","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.511855744,
"CRI","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.481334202,
"CRI","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.180914015,
"CRI","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.547725005,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.519354479,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.811359255,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q3",1.078907166,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.072748274,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.681094975,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.15234734,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.06176166,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.360033424,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.547221412,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.656963976,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.973986283,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q4",1.676774862,
"CRI","QGDP","TOT","PC_CHGPP","Q","2023-Q1",1.037151003,
"CRI","QGDP","TOT","PC_CHGPP","Q","2023-Q2",1.309260068,
